110.00, 570, 11.04, 16.09, 28.33, 0.70, NONE, 0.00
110.00, 574, 16.24, 14.86, 30.34, 0.70, NONE, 0.00
110.00, 576, 13.22, 13.52, 24.18, 0.70, NONE, 0.00
110.00, 593, 19.75, 10.79, 9.43, 0.69, NONE, 0.00
110.00, 594, 21.14, 16.20, 12.53, 0.69, NONE, 0.00
110.00, 595, 13.51, 16.14, 11.75, 0.69, NONE, 0.00
110.00, 597, 14.85, 16.38, 8.80, 0.69, NONE, 0.00
110.00, 598, 13.75, 18.00, 11.65, 0.69, NONE, 0.00
110.00, 599, 18.22, 10.53, 14.80, 0.69, NONE, 0.00
110.00, 600, 20.08, 17.98, 9.03, 0.69, NONE, 0.00
110.00, 601, 16.41, 14.98, 7.71, 0.69, NONE, 0.00
110.00, 602, 19.89, 19.08, 10.47, 0.69, NONE, 0.00
110.00, 603, 14.83, 13.36, 11.28, 0.69, NONE, 0.00
110.00, 604, 24.49, 12.31, 10.64, 0.69, NONE, 0.00
110.00, 605, 14.16, 11.27, 13.57, 0.69, NONE, 0.00
110.00, 606, 19.99, 14.40, 12.50, 0.69, NONE, 0.00
110.00, 607, 19.34, 13.28, 11.59, 0.69, NONE, 0.00
110.00, 608, 21.43, 13.61, 11.61, 0.69, NONE, 0.00
110.00, 610, 29.62, 18.16, 32.04, 0.69, NONE, 0.00
110.00, 612, 34.04, 20.39, 28.61, 0.69, NONE, 0.00
110.00, 616, 32.99, 21.01, 25.29, 0.69, NONE, 0.00
110.00, 618, 34.03, 15.42, 29.83, 0.69, NONE, 0.00
110.00, 619, 29.26, 22.56, 28.95, 0.69, NONE, 0.00
110.00, 620, 29.10, 22.74, 31.27, 0.69, NONE, 0.00
110.00, 622, 32.37, 20.81, 29.87, 0.69, NONE, 0.00
110.00, 623, 29.09, 21.92, 32.09, 0.69, NONE, 0.00
110.00, 625, 33.71, 12.84, 21.64, 0.65, NONE, 0.00
110.00, 626, 28.68, 12.28, 15.10, 0.65, NONE, 0.00
110.00, 627, 28.25, 10.38, 20.29, 0.65, NONE, 0.00
110.00, 628, 28.09, 11.18, 17.75, 0.65, NONE, 0.00
110.00, 629, 28.88, 10.39, 24.93, 0.65, NONE, 0.00
110.00, 630, 28.88, 11.30, 17.22, 0.65, NONE, 0.00
110.00, 631, 27.69, 10.14, 16.37, 0.65, NONE, 0.00
110.00, 632, 35.64, 19.64, 19.64, 0.65, NONE, 0.00
110.00, 633, 28.58, 14.51, 22.23, 0.65, NONE, 0.00
110.00, 634, 28.19, 10.84, 13.94, 0.65, NONE, 0.00
110.00, 636, 32.49, 11.34, 20.41, 0.65, NONE, 0.00
110.00, 637, 34.74, 14.27, 24.09, 0.65, NONE, 0.00
110.00, 638, 33.54, 13.01, 19.42, 0.65, NONE, 0.00
110.00, 640, 34.60, 17.96, 18.90, 0.65, NONE, 0.00
110.00, 641, 15.85, 15.20, 17.40, 0.78, NONE, 0.00
110.00, 642, 7.64, 18.20, 23.81, 0.78, NONE, 0.00
110.00, 643, 13.73, 17.44, 27.30, 0.78, NONE, 0.00
110.00, 644, 9.67, 21.00, 17.65, 0.78, NONE, 0.00
110.00, 645, 10.36, 17.87, 20.16, 0.78, NONE, 0.00
110.00, 647, 10.42, 15.70, 24.35, 0.78, NONE, 0.00
110.00, 648, 11.00, 18.16, 18.68, 0.78, NONE, 0.00
110.00, 649, 14.31, 14.20, 21.96, 0.78, NONE, 0.00
110.00, 650, 8.40, 17.55, 26.14, 0.78, NONE, 0.00
110.00, 651, 11.87, 20.53, 26.59, 0.78, NONE, 0.00
110.00, 652, 11.80, 19.38, 14.75, 0.78, NONE, 0.00
110.00, 653, 12.20, 15.57, 17.95, 0.78, NONE, 0.00
110.00, 654, 13.26, 18.08, 20.05, 0.78, NONE, 0.00
110.00, 655, 9.98, 16.31, 26.03, 0.78, NONE, 0.00
110.00, 656, 6.85, 21.04, 17.62, 0.78, NONE, 0.00
110.00, 657, 13.38, 13.92, 15.91, 0.78, NONE, 0.00
110.00, 658, 9.75, 17.82, 25.19, 0.78, NONE, 0.00
110.00, 659, 14.26, 16.77, 24.79, 0.78, NONE, 0.00
110.00, 661, 12.23, 12.63, 17.61, 0.78, NONE, 0.00
110.00, 662, 9.89, 20.84, 21.73, 0.78, NONE, 0.00
110.00, 663, 10.30, 18.22, 22.54, 0.78, NONE, 0.00
110.00, 664, 8.27, 17.90, 19.70, 0.78, NONE, 0.00
110.00, 665, 16.45, 13.49, 20.73, 0.78, NONE, 0.00
110.00, 666, 7.89, 18.46, 20.62, 0.78, NONE, 0.00
110.00, 667, 12.37, 17.18, 21.29, 0.78, NONE, 0.00
110.00, 668, 8.90, 21.25, 15.57, 0.78, NONE, 0.00
110.00, 669, 11.50, 16.03, 15.00, 0.78, NONE, 0.00
110.00, 670, 7.92, 21.08, 26.88, 0.78, NONE, 0.00
110.00, 671, 14.56, 12.56, 20.21, 0.78, NONE, 0.00
110.00, 672, 9.51, 14.35, 20.44, 0.78, NONE, 0.00
110.00, 675, 23.67, 22.11, 10.66, 0.78, NONE, 0.00
110.00, 676, 18.77, 17.68, 13.32, 0.78, NONE, 0.00
110.00, 677, 25.73, 20.93, 12.78, 0.78, NONE, 0.00
110.00, 678, 29.11, 21.14, 20.22, 0.78, NONE, 0.00
110.00, 682, 20.64, 19.14, 14.90, 0.78, NONE, 0.00
110.00, 684, 15.27, 17.59, 18.49, 0.78, NONE, 0.00
110.00, 685, 24.19, 19.85, 13.36, 0.78, NONE, 0.00
